"VendorID","passenger_count","trip_distance_miles","pickup_longitude","pickup_latitude","RatecodeID","dropoff_longitude","dropoff_latitude","payment_type","total_amount","pickup_hour","pickup_timeOfDay","trip_distance","speed","trip_duration","temp","hum","vis","cond","fog","rain","gasprice","weekday"
"Creative Mobile Technologies, LLC",1,1.2,-73.9806976318359,40.7450408935547,"Standard rate",-73.998664855957,40.7453689575195,"Cash",7.8,20,"evening",1.931208,13.6277602523659,317,7.8,66,16,"Overcast",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",1,3,-73.9997100830078,40.7283477783203,"Standard rate",-73.9975509643555,40.7610244750977,"Credit card",17.75,0,"night",4.82802,11.0316649642492,979,8.9,44,16,"Clear",0,0,1.297,"Samstag"
"Creative Mobile Technologies, LLC",1,1.1,-73.9637222290039,40.7711486816406,"Standard rate",-73.9712982177734,40.7826042175293,"Credit card",10.55,16,"afternoon",1.770274,9.47368421052632,418,23.3,87,11,"Clear",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,1.5,-73.9841842651367,40.7434272766113,"Standard rate",-73.988639831543,40.7590446472168,"Cash",9.3,1,"night",2.41401,11.7903930131004,458,23.3,62,16,"Clear",0,0,1.155,"Donnerstag"
"Creative Mobile Technologies, LLC",1,0.8,-73.9359741210938,40.7498321533203,"Standard rate",-73.9508895874024,40.7436180114746,"Cash",6.8,13,"afternoon",1.287472,8.08988764044944,356,8.9,83,16,"Overcast",0,0,1.167,"Dienstag"
"VeriFone Inc.",1,22.9,-73.7816696166992,40.6447906494141,"Standard rate",-74.0303344726563,40.6396217346191,"Credit card",72.36,12,"morning",36.853886,50.7323076923077,1625,8.3,27,16,"Clear",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",1,19.2,-74.0153579711914,40.7146110534668,"Standard rate",-73.7798919677734,40.6665077209473,"Cash",55.3,20,"evening",30.899328,28.9326077856844,2389,21.7,51,14,"Clear",0,0,1.155,"Mittwoch"
"VeriFone Inc.",1,12.56,-74.0048522949219,40.7159805297852,"Standard rate",-73.8680419921875,40.7555389404297,"Cash",40.3,14,"afternoon",20.2133104,18.3209076175041,2468,27.8,33,12,"Partly Cloudy",0,0,1.155,"Mittwoch"
"VeriFone Inc.",2,2.89,-73.9968948364258,40.7634887695313,"Standard rate",-73.9825820922852,40.7359962463379,"Cash",12.3,2,"night",4.6509926,16.4620253164557,632,8.3,46,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",5,5.15,-73.8707580566406,40.7736663818359,"Standard rate",-73.8398361206055,40.7212982177734,"Credit card",21.62,22,"evening",8.288101,28.5670261941448,649,8.3,41,16,"Clear",0,0,1.297,"Samstag"
"Creative Mobile Technologies, LLC",2,0.9,-73.990104675293,40.7562866210938,"Standard rate",-73.9809188842774,40.7604560852051,"Cash",7.3,8,"morning",1.448406,7.53488372093023,430,21.1,84,12,"Overcast",0,0,1.133,"Freitag"
"VeriFone Inc.",1,1,-73.9591979980469,40.7775917053223,"Standard rate",-73.9658813476563,40.7654304504395,"Credit card",11.16,8,"morning",1.60934,5.52995391705069,651,23.9,73,12,"Scattered Clouds",0,0,1.155,"Donnerstag"
"Creative Mobile Technologies, LLC",1,1.9,-74.007453918457,40.7258338928223,"Standard rate",-73.9948120117188,40.7503662109375,"Cash",10.8,15,"afternoon",3.057746,11.6524701873935,587,27.2,31,12,"Scattered Clouds",0,0,1.155,"Mittwoch"
"VeriFone Inc.",1,0.78,-73.9685974121094,40.7589950561523,"Standard rate",-73.9769058227539,40.7497940063477,"Cash",5.8,7,"morning",1.2552852,11.098814229249,253,22.8,44,14,"Partly Cloudy",0,0,1.167,"Mittwoch"
"Creative Mobile Technologies, LLC",2,4.5,-73.9476089477539,40.779109954834,"Standard rate",-73.9916839599609,40.7493057250977,"Credit card",20.75,19,"evening",7.24203,17.3447537473233,934,2.8,48,16,"Clear",0,0,1.284,"Freitag"
"VeriFone Inc.",1,1.27,-73.9897232055664,40.7565689086914,"Standard rate",-73.9765625,40.7637901306152,"Credit card",12.36,14,"afternoon",2.0438618,5.57560975609756,820,13.3,49,16,"Overcast",0,0,1.297,"Samstag"
"Creative Mobile Technologies, LLC",1,0.6,-74.0105667114258,40.7113265991211,"Standard rate",-74.012321472168,40.7170181274414,"Credit card",5.8,8,"morning",0.965604,13.2515337423313,163,3.9,49,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,4.38,-73.9507675170898,40.8262405395508,"Standard rate",-73.991081237793,40.7705993652344,"Credit card",18.3,9,"morning",7.0489092,13.14,1200,25,71,12,"Mostly Cloudy",0,0,1.155,"Donnerstag"
"Creative Mobile Technologies, LLC",1,11.4,-73.9394226074219,40.8479843139649,"Standard rate",-73.9833450317383,40.7220001220703,"Credit card",34.3,22,"evening",18.346476,31.8881118881119,1287,7.8,47,16,"Clear",0,0,1.297,"Samstag"
"Creative Mobile Technologies, LLC",1,2.7,-73.9793167114258,40.7534141540527,"Standard rate",-73.9550018310547,40.7883377075195,"Credit card",15.36,19,"evening",4.345218,14.2105263157895,684,18.9,75,16,"Mostly Cloudy",0,0,1.264,"Montag"
"VeriFone Inc.",4,0.9,-73.9672698974609,40.756950378418,"Standard rate",-73.9775161743164,40.763126373291,"Cash",8.8,19,"evening",1.448406,5.97785977859779,542,23.9,46,12,"Clear",0,0,1.155,"Mittwoch"
"VeriFone Inc.",1,2.17,-73.9950637817383,40.7180786132813,"Standard rate",-73.9763717651367,40.7397384643555,"Credit card",14.75,16,"afternoon",3.4922678,9.44619105199516,827,8.3,41,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,1.27,-73.9845809936524,40.7477684020996,"Standard rate",-73.9843673706055,40.7591018676758,"Cash",10.3,19,"evening",2.0438618,6.29752066115703,726,7.8,66,16,"Overcast",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",1,0.4,-73.9540176391602,40.7639846801758,"Standard rate",-73.9608001708984,40.7656211853027,"Cash",8.8,10,"morning",0.643736,2.07492795389049,694,9,82,8,"Light Rain",0,1,1.264,"Dienstag"
"VeriFone Inc.",1,1.37,-73.9817886352539,40.7366409301758,"Standard rate",-74.002311706543,40.7397193908691,"Cash",9.8,21,"evening",2.2047958,7.94202898550725,621,21.1,93,9,"Partly Cloudy",0,0,1.133,"Donnerstag"
"VeriFone Inc.",1,1.34,-73.9702224731445,40.7626495361328,"Standard rate",-73.9560317993164,40.772159576416,"Credit card",9.96,20,"evening",2.1565156,12.8297872340426,376,21.1,93,9,"Partly Cloudy",0,0,1.133,"Donnerstag"
"VeriFone Inc.",1,0.82,-73.9559631347656,40.7788887023926,"Standard rate",-73.953498840332,40.7711982727051,"Cash",5.8,23,"evening",1.3196588,15.8709677419355,186,19.4,93,12,"Scattered Clouds",0,0,1.133,"Donnerstag"
"VeriFone Inc.",1,1.69,-73.982177734375,40.7625961303711,"Standard rate",-74.0035858154297,40.7563972473145,"Cash",8.3,10,"morning",2.7197846,15.4025316455696,395,6.7,26,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,4.73,-73.9829177856445,40.7610015869141,"Standard rate",-73.9126815795899,40.7626495361328,"Cash",20.3,0,"night",7.6121782,11.4666666666667,1485,23.3,62,16,"Clear",0,0,1.155,"Mittwoch"
"Creative Mobile Technologies, LLC",1,0.6,-73.9621505737305,40.7728157043457,"Standard rate",-73.9558181762695,40.7683067321777,"Credit card",8.16,19,"evening",0.965604,7.2,300,8.3,93,2,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,0.8,-73.9782562255859,40.7521705627441,"Standard rate",-73.9814987182617,40.7421035766602,"Cash",6.3,13,"afternoon",1.287472,10.4727272727273,275,26.7,35,12,"Clear",0,0,1.155,"Mittwoch"
"VeriFone Inc.",1,7.25,-73.9792327880859,40.7626113891602,"Standard rate",-73.9448013305664,40.8083915710449,"Credit card",31.56,21,"evening",11.667715,17.7069199457259,1474,21.1,93,9,"Partly Cloudy",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,6,0,0,"Standard rate",0,0,"Credit card",29.34,13,"afternoon",9.65604,24.4343891402715,884,26.7,35,12,"Clear",0,0,1.155,"Mittwoch"
"VeriFone Inc.",1,1.11,-73.9664077758789,40.7891235351563,"Standard rate",-73.9509887695313,40.7855682373047,"Credit card",8.3,7,"morning",1.7863674,10.1679389312977,393,17.8,75,16,"Overcast",0,0,1.297,"Montag"
"VeriFone Inc.",1,2.03,-73.9748153686524,40.7520866394043,"Standard rate",-73.957405090332,40.7739868164063,"Cash",11.3,18,"afternoon",3.2669602,8.409666283084,869,10.6,41,16,"Overcast",0,0,1.297,"Samstag"
"VeriFone Inc.",2,1.04,-73.9911346435547,40.7446212768555,"Standard rate",-74.0036773681641,40.7433052062988,"Credit card",8.76,21,"evening",1.6737136,10.6363636363636,352,2.2,50,16,"Clear",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",2,1.6,-73.9940872192383,40.7510032653809,"Standard rate",-73.988639831543,40.7688903808594,"Credit card",11.8,10,"morning",2.574944,11.0982658959538,519,8.9,86,9,"Light Rain",0,1,1.264,"Dienstag"
"Creative Mobile Technologies, LLC",1,3.9,-74.0075607299805,40.7154541015625,"Standard rate",-73.9769592285156,40.7646446228027,"Credit card",20.75,8,"morning",6.276426,10.0789662598708,1393,21.1,84,14,"Overcast",0,0,1.133,"Freitag"
"VeriFone Inc.",6,2.7,-73.9728622436524,40.7434310913086,"Standard rate",-73.9881973266602,40.7200584411621,"Credit card",14.16,0,"night",4.345218,20.2922755741127,479,10,59,16,"Clear",0,0,1.284,"Freitag"
"VeriFone Inc.",2,0.2,-73.9661712646484,40.7618713378906,"Standard rate",-73.9644012451172,40.7646102905273,"Cash",4.8,17,"afternoon",0.321868,20.5714285714286,35,25.6,43,12,"Clear",0,0,1.155,"Mittwoch"
"Creative Mobile Technologies, LLC",1,1.6,-73.9982528686524,40.755802154541,"Standard rate",-74.009521484375,40.7394371032715,"Credit card",9.95,13,"afternoon",2.574944,12.6872246696035,454,25,76,12,"Overcast",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",2,0.5,-74.0015411376953,40.7464332580566,"Standard rate",-73.9986267089844,40.7413787841797,"Credit card",5.8,14,"afternoon",0.80467,11.5384615384615,156,13.3,49,16,"Overcast",0,0,1.297,"Samstag"
"Creative Mobile Technologies, LLC",1,1,-73.9831085205078,40.744571685791,"Standard rate",-73.9923248291016,40.730640411377,"Cash",6.3,6,"night",1.60934,14.4,250,21.7,68,14,"Clear",0,0,1.155,"Donnerstag"
"Creative Mobile Technologies, LLC",1,1.4,-73.9905471801758,40.7249031066895,"Standard rate",-73.9819641113281,40.7406349182129,"Cash",8.3,21,"evening",2.253076,12.824427480916,393,20.6,63,16,"Scattered Clouds",0,0,1.264,"Montag"
"VeriFone Inc.",1,0.6,-73.982292175293,40.7716979980469,"Standard rate",-73.9819641113281,40.7795219421387,"Cash",5.8,14,"afternoon",0.965604,7.79783393501805,277,8.9,83,16,"Overcast",0,0,1.167,"Dienstag"
"VeriFone Inc.",1,1.93,-73.9869384765625,40.7476196289063,"Standard rate",-73.9647521972656,40.757511138916,"Cash",10.3,21,"evening",3.1060262,12.2973451327434,565,20.6,63,16,"Scattered Clouds",0,0,1.264,"Montag"
"VeriFone Inc.",1,1.51,-73.9633102416992,40.7620735168457,"Standard rate",-73.9809341430664,40.7583236694336,"Credit card",13.56,18,"afternoon",2.4301034,7.31628532974428,743,21.1,93,0,"Heavy Rain",1,1,1.133,"Donnerstag"
"VeriFone Inc.",1,1.48,-73.969856262207,40.7608489990234,"Standard rate",-73.9852905273438,40.7472610473633,"Cash",8.8,11,"morning",2.3818232,9.74040219378428,547,13.9,49,16,"Clear",0,0,1.284,"Samstag"
"VeriFone Inc.",1,0.59,-73.941291809082,40.8439331054688,"Standard rate",-73.9446182250977,40.8362617492676,"Cash",5.3,2,"night",0.9495106,13.5286624203822,157,5,55,16,"Overcast",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,2.8,-74.0035858154297,40.7506523132324,"Standard rate",-73.9995346069336,40.7195625305176,"Credit card",17.25,20,"evening",4.506152,11.4806378132118,878,21.7,90,6,"Clear",0,0,1.133,"Donnerstag"
"VeriFone Inc.",5,0.71,-73.9836120605469,40.755500793457,"Standard rate",-73.978889465332,40.763126373291,"Credit card",6.36,10,"morning",1.1426314,14.2793296089385,179,8.3,86,8,"Light Rain",0,1,1.264,"Dienstag"
"Creative Mobile Technologies, LLC",1,2.2,-73.9835739135742,40.726936340332,"Standard rate",-73.9891128540039,40.7486953735352,"Credit card",15.18,20,"evening",3.540548,7.5934803451582,1043,8.3,90,4,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,2.9,-73.9641265869141,40.7144241333008,"Standard rate",-73.9361724853516,40.6901626586914,"Cash",12.3,8,"morning",4.667086,14.8295454545455,704,3.9,57,16,"Overcast",0,0,1.284,"Freitag"
"VeriFone Inc.",4,5.11,-73.9543685913086,40.7882881164551,"Standard rate",-73.9984283447266,40.7559814453125,"Credit card",21,8,"morning",8.2237274,14.2163833075734,1294,21.1,84,14,"Overcast",0,0,1.133,"Freitag"
"Creative Mobile Technologies, LLC",1,0.6,-73.9817733764649,40.7763290405273,"Standard rate",-73.9772796630859,40.7845230102539,"Cash",5.8,22,"evening",0.965604,15.2112676056338,142,7.2,90,14,"Overcast",0,0,1.167,"Dienstag"
"VeriFone Inc.",1,1.56,-73.952880859375,40.7663726806641,"Standard rate",-73.9524307250977,40.780876159668,"Cash",8.8,14,"afternoon",2.5105704,11.0333988212181,509,23.9,53,16,"Scattered Clouds",0,0,1.264,"Montag"
"Creative Mobile Technologies, LLC",1,8.3,-73.9895706176758,40.6906623840332,"Standard rate",-73.959098815918,40.7683143615723,"Credit card",31.3,17,"afternoon",13.357522,19.4657980456026,1535,25,45,16,"Partly Cloudy",0,0,1.264,"Montag"
"Creative Mobile Technologies, LLC",3,0.5,-73.9879379272461,40.7210083007813,"Standard rate",-73.9903259277344,40.714241027832,"Cash",6.3,2,"night",0.80467,6.47482014388489,278,10,59,16,"Clear",0,0,1.284,"Samstag"
"VeriFone Inc.",2,1.62,-73.972412109375,40.7568359375,"Standard rate",-73.9903411865234,40.7468566894531,"Credit card",10.05,0,"night",2.6071308,20.1799307958478,289,17.8,75,16,"Mostly Cloudy",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,3.51,-73.9779891967774,40.7586097717285,"Standard rate",-74.0022506713867,40.7189788818359,"Cash",16.3,17,"afternoon",5.6487834,11.8759398496241,1064,9,87,3,"Light Rain",0,1,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,1.4,-74.0090408325195,40.7194137573242,"Standard rate",-74.0063705444336,40.706657409668,"Credit card",11.76,7,"morning",2.253076,7.51117734724292,671,9.4,61,16,"Overcast",0,0,1.264,"Dienstag"
"Creative Mobile Technologies, LLC",2,1.7,-74.00927734375,40.7171096801758,"Standard rate",-73.9957580566406,40.7331581115723,"Cash",8.8,16,"afternoon",2.735878,13.752808988764,445,11.1,47,16,"Overcast",0,0,1.297,"Samstag"
"Creative Mobile Technologies, LLC",1,1.2,-73.9792022705078,40.7469711303711,"Standard rate",-73.9812316894531,40.7587547302246,"Credit card",7.3,13,"afternoon",1.931208,16.4885496183206,262,4.4,51,16,"Overcast",0,0,1.284,"Freitag"
"VeriFone Inc.",1,7.96,-73.9493713378906,40.7815399169922,"Standard rate",-73.9365615844727,40.8556594848633,"Credit card",29.16,1,"night",12.8103464,25.9330316742081,1105,7.8,47,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,1.59,-73.9916076660156,40.7502517700195,"Standard rate",-73.9873046875,40.7360153198242,"Cash",8.3,6,"night",2.5588506,12.9795918367347,441,22.2,43,14,"Partly Cloudy",0,0,1.167,"Mittwoch"
"VeriFone Inc.",1,4.02,-73.9728088378906,40.7434997558594,"Standard rate",-73.9755477905274,40.7853889465332,"Credit card",18.36,12,"morning",6.4695468,15.7475516866159,919,4.4,51,16,"Overcast",0,0,1.284,"Freitag"
"VeriFone Inc.",1,9.11,-73.8635177612305,40.7698707580566,"Standard rate",-73.9617004394531,40.7996597290039,"Credit card",41.81,17,"afternoon",14.6610874,22.6961937716263,1445,3.3,48,16,"Clear",0,0,1.284,"Freitag"
"VeriFone Inc.",1,2.72,-73.9725036621094,40.7912292480469,"Standard rate",-73.9534912109375,40.7717895507813,"Credit card",14.76,13,"afternoon",4.3774048,13.2145748987854,741,10.6,26,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",6,16.04,-73.973274230957,40.7504463195801,"JFK",-73.7898406982422,40.6431007385254,"Cash",58.34,16,"afternoon",25.8138136,41.0113636363636,1408,3.9,46,16,"Overcast",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",2,0.6,-73.9910736083984,40.7513542175293,"Standard rate",-74.0017547607422,40.7557563781738,"Cash",5.3,14,"afternoon",0.965604,13.3333333333333,162,10.6,26,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",6,0.94,-73.9535369873047,40.7795295715332,"Standard rate",-73.9461212158203,40.7720909118652,"Credit card",7.3,16,"afternoon",1.5127796,12.6268656716418,268,7.2,49,16,"Partly Cloudy",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,0.64,-73.9786987304688,40.7853813171387,"Standard rate",-73.9714965820313,40.7873268127441,"Credit card",8.19,18,"afternoon",1.0299776,12.9438202247191,178,21.7,93,6,"Overcast",0,0,1.133,"Donnerstag"
"VeriFone Inc.",1,3.81,-73.9658508300781,40.7741584777832,"Standard rate",-73.9406967163086,40.7930297851563,"Credit card",18.96,22,"evening",6.1315854,13.8966565349544,987,7.2,90,14,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,5.4,-73.9747924804688,40.7420387268066,"Standard rate",-73.9545593261719,40.701114654541,"Cash",19.8,22,"evening",8.690436,18.9658536585366,1025,20.6,63,16,"Scattered Clouds",0,0,1.264,"Montag"
"Creative Mobile Technologies, LLC",2,1.4,-73.9687652587891,40.7641944885254,"Standard rate",-73.9888763427734,40.7636337280273,"Cash",9.8,20,"evening",2.253076,8.20846905537459,614,2.8,48,16,"Clear",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,1,-73.9568023681641,40.7708358764648,"Standard rate",-73.9506225585938,40.7807769775391,"Credit card",7.3,22,"evening",1.60934,16.289592760181,221,21.1,53,14,"Clear",0,0,1.155,"Mittwoch"
"VeriFone Inc.",1,1.83,-73.9663772583008,40.7898635864258,"Standard rate",-73.984619140625,40.7694206237793,"Cash",10.8,16,"afternoon",2.9450922,10.391167192429,634,23.9,84,6,"Light Rain",0,1,1.133,"Donnerstag"
"VeriFone Inc.",6,0.72,-73.9861297607422,40.7623481750488,"Standard rate",-73.9822235107422,40.7714004516602,"Credit card",6.8,21,"evening",1.1587248,15.4285714285714,168,21.1,53,14,"Clear",0,0,1.155,"Mittwoch"
"Creative Mobile Technologies, LLC",1,1.5,-73.9752960205078,40.7772560119629,"Standard rate",-73.9756546020508,40.7912559509277,"Credit card",9.95,16,"afternoon",2.41401,14.8351648351648,364,23.9,84,11,"Scattered Clouds",0,0,1.133,"Donnerstag"
"VeriFone Inc.",2,1.81,-73.9601364135742,40.7712821960449,"Standard rate",-73.9754943847656,40.7870178222656,"Cash",9.8,20,"evening",2.9129054,12.3175803402647,529,21.7,51,14,"Clear",0,0,1.155,"Mittwoch"
"Creative Mobile Technologies, LLC",1,0.5,-73.9942092895508,40.7509803771973,"Standard rate",-73.9890213012695,40.7581024169922,"Cash",6.3,10,"morning",0.80467,5.14285714285714,350,25,71,12,"Mostly Cloudy",0,0,1.155,"Donnerstag"
"Creative Mobile Technologies, LLC",1,0.7,-73.9668502807617,40.7573547363281,"Standard rate",-73.9583435058594,40.7641944885254,"Credit card",6.35,6,"night",1.126538,13.4042553191489,188,22.8,71,14,"Clear",0,0,1.155,"Donnerstag"
"VeriFone Inc.",2,0.91,-73.9919967651367,40.7495269775391,"Standard rate",-73.9890213012695,40.7582588195801,"Credit card",10.14,16,"afternoon",1.4644994,10.2375,320,26.7,40,12,"Scattered Clouds",0,0,1.155,"Mittwoch"
"VeriFone Inc.",1,1.19,-73.9940948486328,40.7512435913086,"Standard rate",-73.9834671020508,40.7659721374512,"Cash",7.3,13,"afternoon",1.9151146,10.8455696202532,395,25,76,12,"Overcast",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,0.9,-73.9921340942383,40.7377700805664,"Standard rate",-73.9879455566406,40.7287826538086,"Credit card",6.8,18,"afternoon",1.448406,12.755905511811,254,7.2,60,16,"Mostly Cloudy",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,3.21,-73.9733123779297,40.7509422302246,"Standard rate",-74.0053939819336,40.7261695861816,"Credit card",20.38,19,"evening",5.1659814,10.272,1125,24.4,46,12,"Clear",0,0,1.155,"Mittwoch"
"VeriFone Inc.",2,5.73,-73.9954681396484,40.7171287536621,"Standard rate",-73.9481887817383,40.7859077453613,"Cash",19.3,11,"morning",9.2215182,19.3872180451128,1064,4.4,51,16,"Overcast",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",2,15.2,-73.9840927124024,40.749454498291,"JFK",-73.7917556762695,40.6445045471191,"Cash",58.34,15,"afternoon",24.461968,21.1111111111111,2592,9.4,74,16,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,1.9,-73.9625244140625,40.7755661010742,"Standard rate",-73.9782180786133,40.7658767700195,"Credit card",20.5,18,"afternoon",3.057746,5.26153846153846,1300,21.7,93,3,"Light Rain",0,1,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,0.6,-73.9949722290039,40.7501335144043,"Standard rate",-73.9890594482422,40.7583274841309,"Cash",7.8,14,"afternoon",0.965604,4.09090909090909,528,8.9,39,16,"Clear",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",1,2.4,-73.980354309082,40.7822799682617,"Standard rate",-73.9913635253906,40.7496337890625,"Cash",13.8,10,"morning",3.862416,7.97047970479705,1084,25,36,12,"Clear",0,0,1.167,"Mittwoch"
"Creative Mobile Technologies, LLC",1,0.7,-73.9660339355469,40.7654609680176,"Standard rate",-73.9555892944336,40.7648849487305,"Credit card",9.8,8,"morning",1.126538,4.74576271186441,531,23.9,73,12,"Scattered Clouds",0,0,1.155,"Donnerstag"
"VeriFone Inc.",1,0.62,-74.0025634765625,40.7395706176758,"Standard rate",-74.0038833618164,40.7458992004395,"Credit card",7.56,18,"afternoon",0.9977908,11.1044776119403,201,21.7,59,12,"Light Rain",0,1,1.264,"Montag"
"VeriFone Inc.",1,1.97,-73.989372253418,40.7164916992188,"Standard rate",-73.9575805664063,40.7113990783691,"Cash",9.3,22,"evening",3.1703998,20.6763848396501,343,7.8,47,16,"Clear",0,0,1.297,"Samstag"
"VeriFone Inc.",1,1.49,-74.0019607543945,40.7295417785645,"Standard rate",-73.9877395629883,40.7182655334473,"Credit card",11.16,2,"night",2.3979166,10.1398865784499,529,7.8,47,16,"Clear",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",1,1.1,-73.9920959472656,40.7438468933105,"Standard rate",-73.9888000488281,40.7568435668945,"Credit card",11.3,22,"evening",1.770274,8.40764331210191,471,7.8,47,16,"Clear",0,0,1.297,"Samstag"
"VeriFone Inc.",1,4.41,-73.9916076660156,40.7605895996094,"Standard rate",-74.0130996704102,40.7086715698242,"Credit card",21.3,8,"morning",7.0971894,13.4656488549618,1179,21.1,84,14,"Overcast",0,0,1.133,"Freitag"
"VeriFone Inc.",1,0.97,-73.9762115478516,40.7442817687988,"Standard rate",-73.9866561889649,40.7368698120117,"Credit card",8,14,"afternoon",1.5610598,11.6789297658863,299,23.9,53,16,"Scattered Clouds",0,0,1.264,"Montag"
"Creative Mobile Technologies, LLC",1,3,-73.9547805786133,40.7640724182129,"Standard rate",-73.9911727905274,40.7487945556641,"Cash",15.3,19,"evening",4.82802,11.7009750812568,923,21.7,59,12,"Light Rain",0,1,1.264,"Montag"
"Creative Mobile Technologies, LLC",1,3.8,-74.0051727294922,40.7513236999512,"Standard rate",-74.0144577026367,40.7038269042969,"Cash",15.8,16,"afternoon",6.115492,17.8357235984355,767,8.9,83,11,"Light Rain",0,1,1.167,"Dienstag"
"VeriFone Inc.",2,0.98,-73.9754028320313,40.733039855957,"Standard rate",-73.9834518432617,40.7422714233398,"Cash",8.3,11,"morning",1.5771532,6.81081081081081,518,8.9,83,16,"Overcast",0,0,1.264,"Dienstag"
"VeriFone Inc.",5,0.82,-73.991813659668,40.7260551452637,"Standard rate",-73.9804153442383,40.7261276245117,"Credit card",7.56,0,"night",1.3196588,10.1095890410959,292,6.7,47,16,"Clear",0,0,1.297,"Samstag"
"VeriFone Inc.",3,4.76,-74.0163116455078,40.7151794433594,"Standard rate",-73.9758682250977,40.7569198608398,"Credit card",23.3,7,"morning",7.6604584,12.0676056338028,1420,9.4,61,16,"Overcast",0,0,1.264,"Dienstag"
"VeriFone Inc.",6,2.62,-73.9713745117188,40.7825317382813,"Standard rate",-73.9777450561524,40.7536087036133,"Cash",12.8,20,"evening",4.2164708,12.2334630350195,771,21.1,93,9,"Partly Cloudy",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,4.7,-73.9934539794922,40.7216033935547,"Standard rate",-73.958625793457,40.7642211914063,"Credit card",19.3,13,"afternoon",7.563898,19.7432905484247,857,8.3,83,16,"Overcast",0,0,1.167,"Dienstag"
"VeriFone Inc.",1,0.96,-74.0090408325195,40.7305908203125,"Standard rate",-74.0077514648438,40.7405281066895,"Cash",7.3,21,"evening",1.5449664,8.51231527093596,406,2.2,50,16,"Clear",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,0.7,-73.956672668457,40.7750015258789,"Standard rate",-73.9469985961914,40.775691986084,"Cash",5.3,12,"morning",1.126538,12.2926829268293,205,25,74,12,"Overcast",0,0,1.155,"Donnerstag"
"VeriFone Inc.",5,0.67,-73.9704971313477,40.7523994445801,"Standard rate",-73.9766464233399,40.7438888549805,"Credit card",6.96,0,"night",1.0782578,14.3571428571429,168,5.6,51,16,"Overcast",0,0,1.284,"Donnerstag"
"VeriFone Inc.",1,1.27,-73.9793090820313,40.7620506286621,"Standard rate",-73.967399597168,40.7708587646484,"Credit card",9.75,15,"afternoon",2.0438618,10.3205417607223,443,8.9,80,16,"Overcast",0,0,1.167,"Dienstag"
"VeriFone Inc.",2,0.51,-73.9845428466797,40.7444114685059,"Standard rate",-73.9792633056641,40.7463798522949,"Credit card",6.36,20,"evening",0.8207634,13.7014925373134,134,8.3,90,4,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,1,-73.9666748046875,40.7624816894531,"Standard rate",-73.9626235961914,40.7741622924805,"Cash",9.3,17,"afternoon",1.60934,6.21761658031088,579,8.9,83,11,"Light Rain",0,1,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,0.8,-73.9526214599609,40.7782135009766,"Standard rate",-73.9594802856445,40.7827568054199,"Credit card",9.36,11,"morning",1.287472,5.9504132231405,484,8.3,86,8,"Light Rain",0,1,1.264,"Dienstag"
"VeriFone Inc.",1,0.46,-73.9855651855469,40.7352561950684,"Standard rate",-73.9910736083984,40.7332000732422,"Credit card",6.3,2,"night",0.7402964,9.04918032786885,183,5,55,16,"Overcast",0,0,1.284,"Freitag"
